	log2FoldChange	scaled_expression	discretization
MXAN_2066	1.83733356384066	0.5999703359320412	1
MXAN_4584	0.0130986683763404	0.3493737374212586	0
MXAN_7511	-0.867951277771737	0.22834320556827623	-1
MXAN_6514	0.438654134384385	0.40783263025596855	0
MXAN_3531	-0.198186589103529	0.32034931355370977	-1
MXAN_5751	-0.339182341953498	0.3009806148425298	-1
MXAN_2534	-0.156032174931826	0.32614009895635093	0
MXAN_5198	1.04442915167739	0.4910484261898573	1
MXAN_3519	0.425581450525694	0.40603682527682905	0
MXAN_4724	1.06554991313348	0.4939498019896589	1
MXAN_0939	1.76973720144655	0.5906845698666164	1
MXAN_3401	-0.339884920741588	0.3008841010356078	-1
MXAN_1519	0.83270222964384	0.4619633305112875	1
MXAN_3029	0.352221868461395	0.3959593611414844	0
MXAN_6903	-0.755810038682907	0.24374813677440382	-1
MXAN_1258	-0.0710413763213621	0.33781535255962997	0
MXAN_5891	0.489803778092831	0.414859097494505	0
MXAN_4352	0.919846057804853	0.47393434749635605	1
MXAN_0606	0.296035193432998	0.3882409529042803	0
MXAN_2799	0.0416478189895334	0.3532955569478044	0
MXAN_6779	0.491437858793622	0.41508357246005273	0
MXAN_6624	0.125993089407226	0.3648821338298161	0
MXAN_7377	-0.478790840117348	0.2818024844109469	-1
MXAN_5110	1.83330943856691	0.5994175386425636	1
MXAN_4723	0.827883800755158	0.46130141910247063	1
MXAN_2056	-0.69340459257261	0.2523208225412814	-1
MXAN_2335	1.23981757606962	0.5178890894524747	1
MXAN_2334	0.902022460478416	0.47148590575547256	1
MXAN_0313	-0.1949333966438	0.3207962071893572	-1
MXAN_0289	0.0887681142899559	0.3597685093907539	0
MXAN_4999	0.470780510659409	0.41224585611685716	0
MXAN_3503	-0.484703367990004	0.28099027575450053	-1
MXAN_0969	-0.183914269933738	0.3223099133896752	-1
MXAN_1568	-0.208197232156174	0.3189741435555172	-1
MXAN_1567	-0.0467980659973062	0.34114567538097007	0
MXAN_6063	-0.567147489317981	0.26966486123503824	-1
MXAN_4235	1.5914587675239	0.5661943196033827	1
MXAN_2076	-0.171480731189485	0.3240179184960948	0
MXAN_7400	-0.363859942018834	0.29759063329401403	-1
MXAN_0731	2.55428097305108	0.6984579717655393	1
MXAN_1537	0.282741099583002	0.38641473265853493	0
MXAN_6659	0.0414042844301218	0.3532621024116807	0
MXAN_0926	-0.282206143450034	0.30880748054745816	-1
MXAN_3972	-0.0238345068490796	0.3443001977654254	0
MXAN_7315	1.53744276093091	0.5587740978156102	1
MXAN_0953	0.0153706950505544	0.34968584753257126	0
MXAN_0841	1.12801343594102	0.5025304657986285	1
MXAN_5927	0.0043435313815332	0.3481710372888087	0
MXAN_5562	-0.403471540222787	0.2921491565433131	-1
MXAN_1284	-1.67978223945666	0.1168213406649095	-1
MXAN_4948	0.612870302766404	0.4317648438709282	0
MXAN_0444	1.85414761481062	0.602280095486984	1
MXAN_7357	0.025424519882794	0.35106694944617167	0
MXAN_1954	1.79978458349934	0.5948122026376509	1
MXAN_6777	-0.171271459644331	0.3240466662946985	0
MXAN_0543	0.554097081078086	0.4236911196618187	0
MXAN_5942	0.660274461862756	0.43827679090929805	0
MXAN_6441	1.7376201723514	0.5862726280352616	1
MXAN_1718	0.439204983776415	0.4079083008750745	0
MXAN_0480	2.49437524407802	0.6902286741299754	1
MXAN_3748	1.19163183122019	0.5112697753575637	1
MXAN_5449	-0.64034185124216	0.2596100935217511	-1
MXAN_1956	0.949874302467628	0.47805935134890304	1
MXAN_3268	0.598774762298185	0.42982852826580015	0
MXAN_4511	0.911289734117563	0.4727589585060876	1
MXAN_6110	-1.27003078949502	0.1731092232454653	-1
MXAN_5705	-0.422937445414246	0.28947510966478796	-1
MXAN_0602	-0.237492684457979	0.3149498039724293	-1
MXAN_6913	2.22294899807788	0.6529426348357465	1
MXAN_6912	1.64734632809995	0.5738716382503647	1
MXAN_5539	-0.205168799843478	0.3193901617110018	-1
MXAN_5538	1.43851598391894	0.5451844477752165	1
MXAN_5541	0.513630492306451	0.41813219217681125	0
MXAN_6552	1.76164382914367	0.5895727768762369	1
MXAN_6551	1.37348633559798	0.5362512732634783	1
MXAN_0165	0.0103610809354324	0.34899767285713745	0
MXAN_0164	0.346512483273346	0.3951750583571937	0
MXAN_0166	-0.139903320905798	0.3283557324621286	0
MXAN_0403	0.590879870047438	0.42874400063804485	0
MXAN_0402	0.159319154789542	0.36946016193755643	0
MXAN_7028	0.303746034307985	0.3893001972481606	0
MXAN_0401	0.0901355996470435	0.35995636194189823	0
MXAN_7026	-0.995883973943883	0.21076898934274285	-1
MXAN_6925	-0.464067652085655	0.28382502046107433	-1
MXAN_0404	0.349756082725233	0.39562063419372406	0
MXAN_6921	-0.705766476508423	0.25062266071288847	-1
MXAN_6923	-0.051648363720756	0.34047938612497397	0
MXAN_3868	1.43788197743694	0.5450973538005215	1
MXAN_3869	2.08196002467262	0.6335748674222784	1
MXAN_6087	1.24616894024112	0.5187615814003256	1
MXAN_6086	1.14995046238301	0.5055439725687665	1
MXAN_3867	1.22739884209705	0.5161831180893164	1
MXAN_6088	1.04774423682952	0.49150382207388665	1
MXAN_2564	0.0835768638830986	0.3590553831934585	0
MXAN_2588	0.236853175853156	0.3801110720784128	0
MXAN_3267	-1.23471412111405	0.17796070207037384	-1
MXAN_4212	0.175410431124104	0.3716706333659696	0
MXAN_7413	-0.783399021906244	0.23995821620587987	-1
MXAN_7412	-0.226349909279632	0.31648049586118054	-1
MXAN_6316	0.709558160545957	0.4450469317956212	0
MXAN_7517	0.921863897679562	0.47421153976485103	1
MXAN_6307	-1.40247598027181	0.15491512204704075	-1
MXAN_0978	2.18411665253908	0.6476082046434429	1
MXAN_7465	3.30336276543491	0.8013599333739255	1
MXAN_0615	-0.140260233822683	0.32830670305086235	0
MXAN_2180	0.637684981804042	0.43517365606689606	0
MXAN_2154	-0.297569934818614	0.3066969443074333	-1
MXAN_4593	-0.477124720376031	0.28203136060497425	-1
MXAN_6417	0.103146793345237	0.3617437199687834	0
MXAN_0478	0.680087666888121	0.44099854664223476	0
MXAN_6868	0.839179665290936	0.46285314099801306	1
MXAN_0155	0.317720870170043	0.3912199315655369	0
MXAN_6731	1.37659152048273	0.5366778349808318	1
MXAN_1257	0.636813755154563	0.4350539749691196	0
MXAN_5318	-0.34461609049591	0.3002341764834802	-1
MXAN_7205	2.45696485657406	0.6850895794438843	1
MXAN_4087	1.37518441373668	0.5364845396079725	1
MXAN_5682	0.220162413534158	0.3778182487835112	0
MXAN_1570	0.0716985872165188	0.3574236548802813	0
MXAN_5155	-1.24756669300614	0.17619513404715428	-1
MXAN_5001	-0.100908642786581	0.3337124624101167	0
MXAN_2983	-0.218486799479555	0.31756065750840884	-1
MXAN_1156	0.835600811004851	0.4623615109382611	1
MXAN_5604			0
MXAN_4576			0
MXAN_4010			0
MXAN_5917			0
MXAN_2329			0
MXAN_6266			0
MXAN_3422			0
MXAN_3423			0
MXAN_6430			0
MXAN_4112			0
MXAN_6393			0
MXAN_6397			0
MXAN_1784			0
MXAN_3524			0
MXAN_6989			0
MXAN_0385			0
MXAN_0456			0
MXAN_6554			0
MXAN_3962			0
MXAN_6169			0
MXAN_5358			0
MXAN_2339			0
MXAN_5282			0
MXAN_5127			0
MXAN_6800			0
MXAN_3523			0
MXAN_2287			0
MXAN_2106			0
MXAN_6523			0
MXAN_5344			0
MXAN_3315			0
MXAN_3311			0
MXAN_6526			0
MXAN_1638			0
MXAN_1639			0
MXAN_7138			0
MXAN_6297			0
MXAN_5377			0
MXAN_6864			0
MXAN_6204			0
MXAN_5384			0
MXAN_1840			0
MXAN_0334			0
MXAN_6362			0
MXAN_2108			0
MXAN_1704			0
MXAN_2389			0
MXAN_3162			0
MXAN_7166			0
MXAN_5580			0
MXAN_6416			0
MXAN_4820			0
MXAN_3526			0
MXAN_0378			0
MXAN_6505			0
MXAN_1496			0
MXAN_6576			0
MXAN_5801			0
MXAN_1499			0
MXAN_5559			0
MXAN_5540			0
MXAN_2834			0
MXAN_0181			0
